iter	Passed	Remaining
1649	59793	121398
1650	59832	121368
1651	59873	121340
1652	59915	121317
1653	59953	121284
1654	60020	121311
1655	60058	121278
1656	60095	121242
1657	60133	121210
1658	60172	121179
1659	60210	121145
1660	60251	121118
1661	60292	121093
1662	60330	121059
1663	60368	121027
1664	60404	120990
1665	60440	120954
1666	60477	120919
1667	60516	120887
1668	60552	120851
1669	60589	120816
1670	60625	120778
1671	60663	120746
1672	60700	120711
1673	60739	120680
1674	60761	120617
1675	60796	120577
1676	60833	120543
1677	60872	120510
1678	60911	120481
1679	60940	120429
1680	60978	120397
1681	61048	120427
1682	61089	120400
1683	61128	120369
1684	61169	120342
1685	61209	120312
1686	61246	120278
1687	61284	120246
1688	61322	120213
1689	61362	120182
1690	61403	120156
1691	61440	120120
1692	61479	120090
1693	61516	120054
1694	61553	120019
1695	61593	119990
1696	61635	119965
1697	61652	119892
1698	61694	119867
1699	61734	119837
1700	61775	119810
1701	61818	119786
1702	61859	119759
1703	61897	119727
1704	61936	119695
1705	61974	119663
1706	62013	119630
1707	62083	119660
1708	62124	119632
1709	62164	119602
1710	62208	119582
1711	62248	119552
1712	62288	119522
1713	62329	119495
1714	62369	119465
1715	62410	119438
1716	62449	119406
1717	62487	119374
1718	62533	119355
1719	62573	119326
1720	62598	119267
1721	62638	119238
1722	62677	119207
1723	62719	119181
1724	62760	119153
1725	62806	119136
1726	62850	119114
1727	62890	119083
1728	62914	119024
1729	62953	118993
1730	62996	118968
1731	63035	118937
1732	63074	118905
1733	63148	118941
1734	63186	118908
1735	63229	118883
1736	63272	118858
1737	63312	118828
1738	63350	118796
1739	63389	118764
1740	63427	118730
1741	63468	118703
1742	63509	118674
1743	63548	118642
1744	63586	118609
1745	63627	118581
1746	63668	118554
1747	63707	118522
1748	63747	118492
1749	63785	118458
1750	63823	118425
1751	63863	118395
1752	63900	118360
1753	63941	118331
1754	63980	118300
1755	64018	118266
1756	64040	118202
1757	64080	118172
1758	64117	118138
1759	64188	118166
1760	64225	118129
1761	64261	118091
1762	64298	118056
1763	64336	118023
1764	64378	117996
1765	64417	117964
1766	64454	117930
1767	64491	117894
1768	64527	117857
1769	64564	117820
1770	64601	117786
1771	64637	117749
1772	64674	117712
1773	64710	117674
1774	64746	117637
1775	64783	117602
1776	64822	117570
1777	64857	117531
1778	64894	117496
1779	64930	117458
1780	64966	117421
1781	65003	117386
1782	65042	117353
1783	65081	117322
1784	65124	117297
1785	65192	117317
1786	65241	117303
1787	65278	117267
1788	65313	117229
1789	65349	117190
1790	65386	117155
1791	65422	117118
1792	65458	117080
1793	65498	117049
1794	65540	117022
1795	65576	116986
1796	65616	116955
1797	65654	116922
1798	65696	116894
1799	65737	116867
1800	65775	116832
1801	65812	116797
1802	65850	116763
1803	65889	116731
1804	65928	116699
1805	65967	116666
1806	66003	116628
1807	66039	116591
1808	66074	116552
1809	66111	116517
1810	66149	116482
1811	66188	116451
1812	66252	116463
1813	66287	116423
1814	66322	116383
1815	66359	116347
1816	66397	116313
1817	66434	116278
1818	66469	116239
1819	66505	116201
1820	66541	116163
1821	66577	116127
1822	66618	116098
1823	66655	116063
1824	66691	116025
1825	66727	115987
1826	66763	115949
1827	66799	115913
1828	66837	115878
1829	66872	115839
1830	66907	115800
1831	66944	115764
1832	66980	115727
1833	67018	115693
1834	67056	115659
1835	67093	115622
1836	67133	115591
1837	67172	115559
1838	67210	115525
1839	67272	115533
1840	67309	115497
1841	67347	115463
1842	67383	115426
1843	67420	115390
1844	67457	115354
1845	67493	115316
1846	67532	115283
1847	67566	115244
1848	67602	115206
1849	67638	115168
1850	67674	115131
1851	67709	115092
1852	67749	115060
1853	67785	115022
1854	67819	114982
1855	67854	114943
1856	67890	114905
1857	67927	114869
1858	67965	114836
1859	68003	114801
1860	68039	114764
1861	68078	114731
1862	68115	114696
1863	68153	114662
1864	68192	114628
1865	68229	114593
1866	68266	114556
1867	68331	114569
1868	68370	114536
1869	68412	114508
1870	68448	114470
1871	68482	114430
1872	68518	114393
1873	68555	114356
1874	68595	114325
1875	68638	114299
1876	68673	114260
1877	68710	114224
1878	68746	114187
1879	68782	114149
1880	68819	114113
1881	68857	114078
1882	68893	114041
1883	68929	114003
1884	68967	113970
1885	69003	113932
1886	69041	113897
1887	69080	113866
1888	69119	113833
1889	69158	113801
1890	69195	113764
1891	69233	113729
1892	69272	113697
1893	69344	113718
1894	69382	113684
1895	69419	113648
1896	69453	113607
1897	69491	113573
1898	69532	113543
1899	69569	113508
1900	69606	113472
1901	69644	113437
1902	69682	113402
1903	69722	113371
1904	69761	113340
1905	69798	113303
1906	69835	113267
1907	69871	113230
1908	69907	113192
1909	69944	113156
1910	69983	113123
1911	70018	113085
1912	70054	113046
1913	70091	113009
1914	70129	112976
1915	70169	112945
1916	70208	112912
1917	70245	112875
1918	70283	112841
1919	70318	112802
1920	70378	112803
1921	70414	112766
1922	70453	112733
1923	70489	112694
1924	70524	112656
1925	70561	112620
1926	70600	112586
1927	70638	112552
1928	70674	112514
1929	70710	112476
1930	70746	112439
1931	70781	112400
1932	70818	112365
1933	70858	112333
1934	70894	112295
1935	70929	112255
1936	70965	112218
1937	71001	112181
1938	71039	112146
1939	71077	112111
1940	71116	112079
1941	71153	112043
1942	71190	112006
1943	71227	111970
1944	71264	111935
1945	71304	111903
1946	71345	111873
1947	71404	111872
1948	71430	111818
1949	71450	111755
1950	71487	111720
1951	71530	111693
1952	71566	111655
1953	71602	111617
1954	71638	111580
1955	71675	111544
1956	71712	111508
1957	71750	111473
1958	71788	111438
1959	71823	111399
1960	71836	111326
1961	71872	111289
1962	71911	111256
1963	71950	111223
1964	71987	111186
1965	72021	111146
1966	72057	111108
1967	72093	111071
1968	72129	111033
1969	72165	110996
1970	72204	110962
1971	72240	110924
1972	72277	110888
1973	72312	110849
1974	72347	110810
1975	72384	110774
1976	72452	110785
1977	72487	110747
1978	72523	110708
1979	72561	110674
1980	72598	110637
1981	72638	110606
1982	72676	110572
1983	72712	110534
1984	72749	110498
1985	72786	110462
1986	72825	110428
1987	72864	110396
1988	72899	110356
1989	72935	110320
1990	72972	110283
1991	73009	110247
1992	73047	110212
1993	73087	110180
1994	73124	110144
1995	73159	110105
1996	73195	110068
1997	73231	110030
1998	73270	109997
1999	73313	109970
2000	73350	109934
2001	73388	109899
2002	73427	109866
2003	73496	109878
2004	73533	109842
2005	73573	109810
2006	73611	109775
2007	73648	109739
2008	73685	109702
2009	73721	109665
2010	73759	109630
2011	73795	109593
2012	73831	109555
2013	73870	109522
2014	73905	109482
2015	73942	109446
2016	73982	109414
2017	74018	109377
2018	74056	109342
2019	74095	109309
2020	74131	109271
2021	74166	109232
2022	74207	109201
2023	74241	109162
2024	74278	109124
2025	74314	109088
2026	74350	109049
2027	74387	109014
2028	74426	108980
2029	74461	108941
2030	74530	108952
2031	74567	108915
2032	74603	108878
2033	74642	108844
2034	74678	108806
2035	74714	108768
2036	74747	108727
2037	74784	108691
2038	74820	108652
2039	74860	108620
2040	74896	108582
2041	74932	108546
2042	74970	108511
2043	74990	108450
2044	75026	108412
2045	75066	108380
2046	75100	108340
2047	75136	108301
2048	75172	108264
2049	75211	108231
2050	75249	108196
2051	75289	108165
2052	75327	108129
2053	75362	108090
2054	75400	108056
2055	75435	108017
2056	75472	107980
2057	75514	107951
2058	75579	107954
2059	75616	107918
2060	75652	107880
2061	75690	107845
2062	75729	107813
2063	75768	107779
2064	75804	107741
2065	75841	107705
2066	75879	107669
2067	75916	107633
2068	75956	107601
2069	75994	107566
2070	76029	107528
2071	76066	107491
2072	76103	107455
2073	76142	107421
2074	76182	107389
2075	76223	107359
2076	76262	107325
2077	76297	107287
2078	76333	107248
2079	76371	107213
2080	76410	107180
2081	76445	107141
2082	76482	107104
2083	76518	107066
2084	76555	107031
2085	76807	107294
2086	76841	107253
2087	76875	107212
2088	76910	107173
2089	76946	107135
2090	76982	107097
2091	77018	107059
2092	77059	107029
2093	77097	106993
2094	77136	106960
2095	77173	106923
2096	77212	106890
2097	77258	106866
2098	77298	106833
2099	77335	106796
2100	77375	106763
2101	77415	106731
2102	77455	106699
2103	77497	106669
2104	77538	106638
2105	77577	106604
2106	77614	106567
2107	77652	106532
2108	77690	106498
2109	77731	106465
2110	77773	106436
2111	77846	106449
2112	77884	106414
2113	77922	106378
2114	77962	106346
2115	78003	106314
2116	78043	106281
2117	78083	106249
2118	78126	106220
2119	78165	106186
2120	78216	106168
2121	78261	106144
2122	78303	106114
2123	78327	106058
2124	78367	106026
2125	78411	105999
2126	78450	105965
2127	78489	105931
2128	78530	105900
2129	78572	105869
2130	78618	105844
2131	78659	105813
2132	78700	105782
2133	78741	105751
2134	78782	105719
2135	78828	105694
2136	78902	105708
2137	78945	105679
2138	78988	105650
2139	79035	105627
2140	79075	105593
2141	79115	105561
2142	79155	105528
2143	79195	105495
2144	79242	105472
2145	79283	105439
2146	79320	105403
2147	79361	105372
2148	79401	105339
2149	79448	105315
2150	79490	105284
2151	79530	105252
2152	79570	105219
2153	79585	105153
2154	79625	105120
2155	79667	105089
2156	79709	105059
2157	79750	105028
2158	79793	104998
2159	79835	104969
2160	79883	104946
2161	79953	104952
2162	79991	104917
2163	80032	104884
2164	80071	104850
2165	80112	104819
2166	80152	104786
2167	80191	104752
2168	80233	104721
2169	80273	104688
2170	80315	104657
2171	80331	104593
2172	80367	104555
2173	80390	104500
2174	80429	104465
2175	80467	104430
2176	80516	104408
2177	80542	104357
2178	80581	104323
2179	80623	104292
2180	80660	104256
2181	80698	104220
2182	80723	104167
2183	80740	104104
2184	80782	104074
2185	80822	104040
2186	80861	104006
2187	80900	103972
2188	80941	103940
2189	81020	103957
2190	81059	103922
2191	81095	103884
2192	81133	103849
2193	81175	103819
2194	81216	103787
2195	81255	103752
2196	81293	103716
2197	81330	103680
2198	81369	103644
2199	81412	103616
2200	81459	103591
2201	81503	103563
2202	81544	103531
2203	81582	103495
2204	81621	103460
2205	81665	103433
2206	81708	103403
2207	81747	103369
2208	81786	103334
2209	81823	103298
2210	81864	103265
2211	81904	103232
2212	81941	103195
2213	81982	103163
2214	82058	103174
2215	82098	103142
2216	82139	103109
2217	82177	103073
2218	82219	103042
2219	82258	103008
2220	82302	102979
2221	82325	102925
2222	82363	102889
2223	82400	102852
2224	82437	102815
2225	82461	102762
2226	82502	102729
2227	82542	102696
2228	82583	102663
2229	82624	102632
2230	82663	102598
2231	82706	102568
2232	82746	102534
2233	82785	102499
2234	82822	102463
2235	82864	102432
2236	82907	102401
2237	82922	102338
2238	82961	102303
2239	82999	102267
2240	83038	102233
2241	83114	102244
2242	83155	102210
2243	83191	102173
2244	83231	102138
2245	83269	102103
2246	83314	102075
2247	83362	102052
2248	83404	102020
2249	83444	101988
2250	83482	101951
2251	83527	101924
2252	83568	101891
2253	83610	101860
2254	83648	101825
2255	83687	101789
2256	83726	101755
2257	83766	101722
2258	83808	101691
2259	83850	101659
2260	83891	101626
2261	83930	101591
2262	83969	101557
2263	84011	101526
2264	84049	101490
2265	84088	101455
2266	84158	101457
2267	84203	101430
2268	84254	101409
2269	84293	101374
2270	84331	101338
2271	84369	101303
2272	84412	101272
2273	84459	101247
2274	84477	101187
2275	84525	101162
2276	84565	101129
2277	84609	101099
2278	84661	101080
2279	84700	101046
2280	84744	101016
2281	84782	100980
2282	84821	100946
2283	84860	100911
2284	84876	100848
2285	84918	100817
2286	84956	100781
2287	84994	100745
2288	85033	100709
2289	85056	100656
2290	85094	100620
2291	85141	100594
2292	85214	100599
2293	85256	100568
2294	85296	100534
2295	85335	100500
2296	85377	100468
2297	85415	100431
2298	85455	100398
2299	85495	100363
2300	85534	100329
2301	85578	100299
2302	85617	100264
2303	85656	100230
2304	85695	100194
2305	85734	100159
2306	85780	100133
2307	85807	100083
2308	85847	100049
2309	85888	100016
2310	85926	99980
2311	85962	99943
2312	86001	99907
2313	86041	99873
2314	86079	99836
2315	86116	99800
2316	86154	99763
2317	86192	99727
2318	86267	99733
2319	86304	99696
2320	86342	99660
2321	86378	99621
2322	86420	99589
2323	86461	99556
2324	86500	99522
2325	86542	99490
2326	86579	99453
2327	86619	99418
2328	86658	99384
2329	86698	99349
2330	86740	99318
2331	86782	99286
2332	86821	99251
2333	86861	99217
2334	86906	99188
2335	86924	99129
2336	86969	99101
2337	87014	99072
2338	87056	99041
2339	87070	98977
2340	87108	98941
2341	87150	98909
2342	87189	98874
2343	87233	98844
2344	87307	98848
2345	87344	98811
2346	87381	98774
2347	87420	98738
2348	87459	98703
2349	87497	98667
2350	87531	98626
2351	87568	98589
2352	87604	98550
2353	87642	98513
2354	87681	98478
2355	87719	98442
2356	87759	98407
2357	87798	98373
2358	87837	98337
2359	87876	98302
2360	87917	98269
2361	87954	98232
2362	87993	98197
2363	88030	98159
2364	88068	98122
2365	88107	98087
2366	88146	98052
2367	88185	98016
2368	88225	97983
2369	88264	97947
2370	88303	97912
2371	88360	97896
2372	88397	97859
2373	88434	97821
2374	88470	97783
2375	88506	97744
2376	88543	97707
2377	88582	97671
2378	88626	97641
2379	88664	97605
2380	88706	97573
2381	88744	97536
2382	88784	97502
2383	88824	97468
2384	88863	97432
2385	88901	97396
2386	88940	97361
2387	88978	97325
2388	89019	97291
2389	89059	97256
2390	89097	97220
2391	89136	97186
2392	89173	97148
2393	89212	97112
2394	89254	97080
2395	89280	97031
2396	89320	96996
2397	89385	96989
2398	89459	96991
2399	89512	96971
2400	89565	96951
2401	89612	96924
2402	89654	96893
2403	89693	96856
2404	89734	96824
2405	89770	96784
2406	89805	96745
2407	89843	96708
2408	89881	96672
2409	89921	96637
2410	89964	96606
2411	90002	96569
2412	90040	96533
2413	90078	96496
2414	90114	96457
2415	90153	96422
2416	90193	96387
2417	90230	96350
2418	90267	96312
2419	90304	96274
2420	90343	96239
2421	90384	96206
2422	90411	96157
2423	90485	96160
2424	90523	96123
2425	90561	96086
2426	90600	96051
2427	90640	96016
2428	90677	95978
2429	90692	95917
2430	90728	95878
2431	90764	95839
2432	90800	95801
2433	90839	95766
2434	90880	95732
2435	90916	95694
2436	90954	95657
2437	90991	95619
2438	91028	95582
2439	91068	95547
2440	91107	95511
2441	91143	95472
2442	91180	95434
2443	91217	95397
2444	91253	95359
2445	91294	95325
2446	91336	95293
2447	91374	95256
2448	91413	95221
2449	91451	95183
2450	91524	95183
2451	91564	95149
2452	91575	95085
2453	91590	95024
2454	91626	94985
2455	91665	94949
2456	91704	94914
2457	91743	94878
2458	91784	94845
2459	91822	94808
2460	91860	94771
2461	91898	94735
2462	91936	94698
2463	91982	94669
2464	92026	94639
2465	92064	94602
2466	92102	94566
2467	92141	94530
2468	92178	94492
2469	92219	94459
2470	92261	94426
2471	92300	94391
2472	92339	94355
2473	92378	94320
2474	92415	94282
2475	92459	94251
2476	92498	94215
2477	92580	94223
2478	92619	94188
2479	92657	94152
2480	92696	94116
2481	92735	94080
2482	92750	94020
2483	92788	93983
2484	92828	93948
2485	92870	93916
2486	92910	93882
2487	92958	93855
2488	92997	93819
2489	93036	93784
2490	93075	93748
2491	93113	93710
2492	93154	93677
2493	93197	93646
2494	93238	93611
2495	93276	93575
2496	93313	93538
2497	93357	93507
2498	93400	93475
2499	93442	93442
2500	93479	93404
2501	93517	93367
2502	93558	93334
2503	93641	93342
2504	93680	93306
2505	93725	93276
2506	93777	93253
2507	93816	93217
2508	93856	93183
2509	93895	93147
2510	93936	93113
2511	93981	93083
2512	94023	93050
2513	94069	93021
2514	94106	92984
2515	94147	92949
2516	94189	92917
2517	94231	92883
2518	94271	92849
2519	94309	92812
2520	94347	92775
2521	94388	92741
2522	94437	92715
2523	94477	92680
2524	94519	92647
2525	94557	92611
2526	94600	92578
2527	94638	92542
2528	94710	92538
2529	94747	92500
2530	94786	92464
2531	94823	92426
2532	94863	92391
2533	94901	92354
2534	94941	92320
2535	94981	92285
2536	95025	92253
2537	95064	92217
2538	95109	92187
2539	95156	92159
2540	95193	92121
2541	95234	92087
2542	95281	92059
2543	95319	92022
2544	95356	91984
2545	95394	91947
2546	95435	91913
2547	95475	91877
2548	95513	91841
2549	95535	91789
2550	95573	91751
2551	95614	91717
2552	95654	91682
2553	95975	91916
2554	96017	91883
2555	96054	91845
2556	96091	91807
2557	96127	91768
2558	96164	91730
2559	96203	91694
2560	96244	91659
2561	96280	91620
2562	96317	91582
2563	96354	91544
2564	96391	91506
2565	96429	91468
2566	96466	91430
2567	96502	91391
2568	96540	91354
2569	96577	91316
2570	96614	91278
2571	96653	91241
2572	96692	91205
2573	96706	91145
2574	96742	91107
2575	96780	91070
2576	96818	91032
2577	96855	90994
2578	96894	90958
2579	96940	90928
2580	97012	90923
2581	97050	90886
2582	97093	90853
2583	97132	90817
2584	97169	90779
2585	97208	90742
2586	97230	90691
2587	97270	90655
2588	97311	90620
2589	97347	90582
2590	97386	90545
2591	97423	90508
2592	97459	90468
2593	97499	90433
2594	97541	90399
2595	97579	90362
2596	97619	90327
2597	97657	90290
2598	97697	90254
2599	97736	90218
2600	97779	90185
2601	97815	90146
2602	97855	90110
2603	97890	90071
2604	97928	90034
2605	97969	89999
2606	98023	89977
2607	98087	89963
2608	98126	89927
2609	98165	89891
2610	98207	89857
2611	98249	89823
2612	98287	89786
2613	98326	89749
2614	98368	89716
2615	98417	89688
2616	98455	89652
2617	98496	89617
2618	98534	89580
2619	98557	89529
2620	98595	89492
2621	98635	89456
2622	98672	89418
2623	98711	89382
2624	98750	89345
2625	98788	89308
2626	98828	89273
2627	98837	89209
2628	98874	89171
2629	98912	89133
2630	98949	89095
2631	98989	89060
2632	99025	89021
2633	99091	89009
2634	99132	88975
2635	99172	88938
2636	99210	88902
2637	99249	88865
2638	99289	88829
2639	99326	88791
2640	99367	88757
2641	99406	88720
2642	99447	88685
2643	99486	88649
2644	99524	88612
2645	99567	88580
2646	99604	88541
2647	99644	88506
2648	99684	88470
2649	99725	88436
2650	99776	88409
2651	99817	88374
2652	99859	88341
2653	99899	88305
2654	99938	88269
2655	99958	88216
2656	99997	88180
2657	100036	88143
2658	100076	88107
2659	100154	88105
2660	100193	88069
2661	100231	88031
2662	100270	87995
2663	100308	87957
2664	100347	87921
2665	100386	87885
2666	100429	87851
2667	100465	87813
2668	100501	87773
2669	100538	87735
2670	100573	87695
2671	100612	87659
2672	100649	87621
2673	100687	87583
2674	100722	87544
2675	100758	87504
2676	100794	87465
2677	100829	87426
2678	100868	87389
2679	100905	87350
2680	100940	87311
2681	100976	87272
2682	100996	87219
2683	101032	87180
2684	101071	87143
2685	101111	87108
2686	101151	87072
2687	101238	87076
2688	101274	87038
2689	101312	87000
2690	101351	86964
2691	101388	86926
2692	101424	86886
2693	101460	86847
2694	101503	86814
2695	101537	86773
2696	101572	86734
2697	101609	86695
2698	101644	86656
2699	101682	86618
2700	101723	86583
2701	101758	86543
2702	101793	86503
2703	101827	86463
2704	101864	86424
2705	101900	86385
2706	101939	86349
2707	101975	86310
2708	102011	86271
2709	102045	86230
2710	102082	86191
2711	102118	86153
2712	102157	86116
2713	102193	86077
2714	102261	86065
2715	102298	86027
2716	102335	85988
2717	102373	85951
2718	102411	85913
2719	102447	85874
2720	102482	85834
2721	102517	85795
2722	102553	85756
2723	102591	85718
2724	102626	85678
2725	102661	85639
2726	102696	85599
2727	102732	85560
2728	102767	85520
2729	102805	85483
2730	102842	85445
2731	102876	85404
2732	102912	85364
2733	102949	85326
2734	102984	85286
2735	103024	85251
2736	103059	85211
2737	103095	85172
2738	103132	85134
2739	103167	85094
2740	103202	85054
2741	103241	85017
2742	103315	85010
2743	103353	84972
2744	103387	84931
2745	103422	84892
2746	103463	84857
2747	103499	84818
2748	103537	84781
2749	103573	84742
2750	103609	84702
2751	103646	84664
2752	103686	84629
2753	103721	84589
2754	103755	84548
2755	103790	84508
2756	103827	84470
2757	103863	84431
2758	103901	84394
2759	103938	84355
2760	103976	84318
2761	104011	84278
2762	104047	84239
2763	104083	84201
2764	104122	84163
2765	104157	84124
2766	104194	84086
2767	104230	84047
2768	104265	84006
2769	104301	83968
2770	104378	83962
2771	104414	83923
2772	104450	83884
2773	104485	83844
2774	104521	83805
2775	104561	83770
2776	104596	83729
2777	104610	83673
2778	104646	83634
2779	104683	83595
2780	104719	83557
2781	104757	83519
2782	104794	83481
2783	104831	83443
2784	104866	83403
2785	104902	83364
2786	104938	83325
2787	104978	83290
2788	105016	83252
2789	105056	83216
2790	105091	83177
2791	105127	83137
2792	105163	83099
2793	105201	83061
2794	105240	83025
2795	105277	82986
2796	105314	82948
2797	105350	82909
2798	105415	82893
2799	105452	82855
2800	105490	82817
2801	105525	82778
2802	105559	82738
2803	105594	82698
2804	105631	82659
2805	105672	82624
2806	105720	82595
2807	105760	82559
2808	105802	82524
2809	105844	82491
2810	105889	82458
2811	105925	82419
2812	105961	82381
2813	105997	82342
2814	106031	82301
2815	106067	82262
2816	106108	82227
2817	106144	82188
2818	106181	82150
2819	106219	82112
2820	106253	82072
2821	106289	82033
2822	106329	81997
2823	106365	81958
2824	106400	81919
2825	106476	81910
2826	106523	81880
2827	106576	81854
2828	106639	81835
2829	106677	81798
2830	106713	81759
2831	106751	81722
2832	106789	81684
2833	106825	81645
2834	106861	81606
2835	106897	81568
2836	106933	81529
2837	106971	81491
2838	107010	81454
2839	107031	81404
2840	107068	81365
2841	107102	81325
2842	107139	81287
2843	107176	81248
2844	107220	81215
2845	107260	81180
2846	107302	81145
2847	107343	81110
2848	107381	81073
2849	107418	81034
2850	107457	80998
2851	107533	80989
2852	107570	80950
2853	107605	80911
2854	107645	80875
2855	107680	80835
2856	107714	80795
2857	107750	80756
2858	107787	80717
2859	107824	80679
2860	107866	80645
2861	107904	80607
2862	107940	80569
2863	107976	80529
2864	108012	80491
2865	108049	80452
2866	108088	80416
2867	108123	80376
2868	108157	80335
2869	108195	80298
2870	108230	80258
2871	108266	80219
2872	108290	80171
2873	108328	80134
2874	108364	80095
2875	108398	80055
2876	108433	80015
2877	108470	79977
2878	108510	79940
2879	108576	79924
2880	108620	79891
2881	108656	79852
2882	108691	79813
2883	108728	79774
2884	108763	79735
2885	108799	79695
2886	108835	79656
2887	108870	79617
2888	108907	79579
2889	108944	79541
2890	108980	79502
2891	109016	79462
2892	109051	79423
2893	109086	79383
2894	109122	79344
2895	109161	79307
2896	109196	79268
2897	109231	79228
2898	109267	79189
2899	109304	79151
2900	109342	79113
2901	109383	79079
2902	109420	79040
2903	109441	78990
2904	109476	78951
2905	109511	78911
2906	109545	78871
2907	109597	78844
2908	109662	78825
2909	109698	78786
2910	109732	78746
2911	109767	78706
2912	109805	78669
2913	109842	78630
2914	109879	78592
2915	109916	78555
2916	109951	78515
2917	109988	78476
2918	110027	78440
2919	110061	78400
2920	110097	78361
2921	110131	78321
2922	110167	78281
2923	110205	78244
2924	110244	78207
2925	110280	78168
2926	110318	78130
2927	110353	78091
2928	110387	78051
2929	110410	78003
2930	110448	77966
2931	110485	77927
2932	110521	77889
2933	110556	77849
2934	110592	77810
2935	110626	77770
2936	110711	77765
2937	110746	77726
2938	110783	77688
2939	110818	77648
2940	110854	77609
2941	110893	77572
2942	110929	77533
2943	110965	77494
2944	111000	77455
2945	111037	77416
2946	111076	77380
2947	111113	77342
2948	111148	77302
2949	111184	77263
2950	111221	77225
2951	111257	77186
2952	111292	77147
2953	111331	77110
2954	111367	77071
2955	111404	77033
2956	111440	76994
2957	111476	76955
2958	111513	76917
2959	111552	76880
2960	111587	76840
2961	111623	76802
2962	111659	76763
2963	111905	76868
2964	111943	76831
2965	111976	76790
2966	112011	76750
2967	112046	76711
2968	112080	76670
2969	112118	76632
2970	112154	76594
2971	112190	76555
2972	112227	76516
2973	112262	76477
2974	112298	76438
2975	112333	76399
2976	112374	76363
2977	112409	76323
2978	112446	76285
2979	112480	76244
2980	112515	76205
2981	112550	76166
2982	112589	76128
2983	112623	76088
2984	112659	76050
2985	112695	76010
2986	112730	75971
2987	112767	75932
2988	112806	75896
2989	112842	75857
2990	112878	75818
2991	112941	75797
2992	112991	75768
2993	113033	75732
2994	113068	75693
2995	113104	75654
2996	113141	75616
2997	113177	75577
2998	113215	75539
2999	113260	75506
3000	113298	75469
3001	113334	75430
3002	113371	75392
3003	113406	75352
3004	113443	75314
3005	113482	75277
3006	113516	75237
3007	113552	75198
3008	113587	75158
3009	113607	75109
3010	113643	75070
3011	113681	75032
3012	113717	74994
3013	113755	74956
3014	113792	74917
3015	113827	74878
3016	113865	74841
3017	113903	74803
3018	113941	74765
3019	114018	74753
3020	114055	74715
3021	114093	74678
3022	114130	74639
3023	114164	74599
3024	114200	74560
3025	114234	74520
3026	114271	74482
3027	114307	74443
3028	114348	74407
3029	114383	74368
3030	114417	74328
3031	114453	74288
3032	114488	74249
3033	114526	74211
3034	114565	74175
3035	114601	74135
3036	114637	74097
3037	114674	74058
3038	114709	74019
3039	114745	73980
3040	114786	73945
3041	114822	73905
3042	114858	73867
3043	114893	73827
3044	114930	73789
3045	114966	73750
3046	115005	73713
3047	115083	73701
3048	115120	73663
3049	115154	73623
3050	115191	73585
3051	115233	73550
3052	115275	73514
3053	115311	73475
3054	115347	73437
3055	115383	73398
3056	115419	73359
3057	115456	73321
3058	115492	73282
3059	115528	73243
3060	115563	73204
3061	115600	73165
3062	115635	73126
3063	115674	73089
3064	115708	73049
3065	115746	73011
3066	115781	72972
3067	115816	72932
3068	115852	72893
3069	115892	72857
3070	115941	72826
3071	115988	72794
3072	116027	72757
3073	116064	72719
3074	116147	72710
3075	116182	72670
3076	116217	72630
3077	116252	72591
3078	116290	72553
3079	116327	72516
3080	116362	72476
3081	116398	72437
3082	116433	72398
3083	116470	72359
3084	116505	72320
3085	116544	72283
3086	116579	72244
3087	116615	72204
3088	116651	72166
3089	116688	72127
3090	116726	72090
3091	116764	72052
3092	116799	72013
3093	116836	71974
3094	116872	71936
3095	116908	71897
3096	116946	71859
3097	116983	71821
3098	117017	71781
3099	117052	71741
3100	117088	71702
3101	117124	71664
3102	117208	71654
3103	117247	71617
3104	117289	71582
3105	117326	71544
3106	117362	71505
3107	117398	71466
3108	117434	71427
3109	117476	71392
3110	117512	71353
3111	117547	71314
3112	117582	71274
3113	117617	71235
3114	117653	71196
3115	117692	71159
3116	117728	71120
3117	117764	71081
3118	117799	71042
3119	117834	71002
3120	117869	70963
3121	117908	70926
3122	117955	70894
3123	118003	70862
3124	118042	70825
3125	118080	70788
3126	118119	70751
3127	118155	70712
3128	118191	70673
3129	118270	70660
3130	118292	70612
3131	118332	70576
3132	118367	70537
3133	118402	70497
3134	118438	70458
3135	118474	70419
3136	118510	70380
3137	118549	70343
3138	118585	70304
3139	118621	70266
3140	118656	70226
3141	118692	70187
3142	118728	70149
3143	118767	70112
3144	118803	70073
3145	118838	70034
3146	118875	69995
3147	118911	69957
3148	118948	69918
3149	118987	69881
3150	119021	69841
3151	119055	69801
3152	119090	69762
3153	119125	69723
3154	119162	69684
3155	119201	69647
3156	119237	69608
3157	119305	69588
3158	119355	69558
3159	119400	69524
3160	119434	69484
3161	119470	69445
3162	119505	69406
3163	119541	69367
3164	119578	69329
3165	119615	69291
3166	119655	69254
3167	119692	69215
3168	119727	69176
3169	119762	69137
3170	119799	69099
3171	119836	69060
3172	119881	69027
3173	119926	68993
3174	119969	68958
3175	120011	68923
3176	120046	68884
3177	120083	68845
3178	120121	68808
3179	120156	68769
3180	120193	68730
3181	120228	68691
3182	120263	68652
3183	120303	68615
3184	120385	68602
3185	120420	68563
3186	120454	68523
3187	120491	68485
3188	120528	68446
3189	120563	68407
3190	120600	68369
3191	120636	68330
3192	120671	68291
3193	120708	68252
3194	120747	68215
3195	120783	68176
3196	120818	68137
3197	120855	68099
3198	120890	68059
3199	120926	68021
3200	120949	67974
3201	120985	67936
3202	121021	67897
