iter	RMSE
181	4.642906096
182	4.63958176
183	4.626753631
184	4.617061339
185	4.610531187
186	4.59819709
187	4.593820782
188	4.589598711
189	4.577849424
190	4.569600361
191	4.56410949
192	4.556574239
193	4.547620036
194	4.542296569
195	4.534530631
196	4.525101358
197	4.519496849
198	4.51173871
199	4.503889047
200	4.495534745
201	4.492560616
202	4.482477395
203	4.474045391
204	4.465913915
205	4.459022175
206	4.452091533
207	4.445891228
208	4.438553712
209	4.433291424
210	4.427854473
211	4.419495535
212	4.41523712
213	4.406646658
214	4.399370057
215	4.390967627
216	4.382726312
217	4.378769686
218	4.369775737
219	4.359654831
220	4.354240544
221	4.34769746
222	4.342558552
223	4.339276076
224	4.329153417
225	4.32121811
226	4.31574857
227	4.308529859
228	4.303906874
229	4.299670272
230	4.294331821
231	4.289459421
232	4.281428751
233	4.275936421
234	4.271753447
235	4.263419707
236	4.259793527
237	4.255379788
238	4.246598767
239	4.24286949
240	4.237792657
241	4.231396576
242	4.223290068
243	4.220081139
244	4.215550545
245	4.208754853
246	4.199662775
247	4.194520851
248	4.186969319
249	4.179429559
250	4.17246405
251	4.166805417
252	4.161402086
253	4.156517573
254	4.150453125
255	4.145727921
256	4.138745201
257	4.133162171
258	4.128174986
259	4.125827195
260	4.11924701
261	4.115847791
262	4.111102558
263	4.104191549
264	4.098465433
265	4.094145914
266	4.087525792
267	4.079713799
268	4.074689377
269	4.070596603
270	4.065832297
271	4.063112604
272	4.057799208
273	4.051043367
274	4.04589772
275	4.040938902
276	4.035216381
277	4.030727585
278	4.027444867
279	4.020657673
280	4.015372403
281	4.012125461
282	4.010028835
283	4.005354616
284	4.001570923
285	3.995672913
286	3.992423468
287	3.98808624
288	3.984809906
289	3.978633589
290	3.975786757
291	3.968986783
292	3.961354197
293	3.955669512
294	3.952348592
295	3.94865609
296	3.944628733
297	3.940671668
298	3.937781496
299	3.931855578
300	3.924079616
301	3.918404756
302	3.915632621
303	3.913366826
304	3.908628162
305	3.906113078
306	3.899046994
307	3.890733608
308	3.886543177
309	3.880179284
310	3.874097933
311	3.870169615
312	3.868517169
313	3.863033492
314	3.859223749
315	3.855774746
316	3.850423905
317	3.844171739
318	3.840978502
319	3.838031748
320	3.833270558
321	3.828842598
322	3.82257554
323	3.817635479
324	3.812772186
325	3.807834068
326	3.802949129
327	3.797471295
328	3.794933597
329	3.787458447
330	3.78103248
331	3.776246
332	3.774325386
333	3.768105721
334	3.759852039
335	3.756516227
336	3.75178646
337	3.745447502
338	3.741996384
339	3.737042613
340	3.730905316
341	3.727943014
342	3.722340175
343	3.718784482
344	3.714471695
345	3.711253885
346	3.709541538
347	3.7038096
348	3.700632677
349	3.69702339
350	3.692737699
351	3.687320718
352	3.681624205
353	3.678699304
354	3.675178491
355	3.668995953
356	3.664930596
357	3.661590973
358	3.660101457
359	3.656738357
360	3.653210727
361	3.651812204
362	3.647024267
363	3.644212212
364	3.640359432
365	3.638682893
366	3.631511595
367	3.62740786
368	3.624178971
369	3.621426598
370	3.617809558
371	3.61431522
372	3.61159561
373	3.607078318
374	3.600601928
375	3.597232839
376	3.593919602
377	3.590209707
378	3.584462774
379	3.580798221
380	3.575152563
381	3.569736468
382	3.566555678
383	3.56477559
384	3.561998628
385	3.558392216
386	3.553853738
387	3.551926994
388	3.547932878
389	3.544805591
390	3.541676387
391	3.536743785
392	3.534207103
393	3.529895356
394	3.524573607
395	3.519042993
396	3.51647875
397	3.513233269
398	3.511330424
399	3.506245749
400	3.503637564
401	3.498233998
402	3.494436609
403	3.492400249
404	3.489496149
405	3.486866074
406	3.48327104
407	3.481568492
408	3.477098945
409	3.473633556
410	3.468268448
411	3.466359238
412	3.464259002
413	3.461221271
414	3.458239869
415	3.456217779
416	3.451710081
417	3.448790428
418	3.447558671
419	3.445521869
420	3.441962959
421	3.439930042
422	3.435227663
423	3.433884955
424	3.431830559
425	3.427169445
426	3.423460586
427	3.419714863
428	3.418293005
429	3.415060438
430	3.412079161
431	3.40887056
432	3.407272753
433	3.404041342
434	3.400135876
435	3.39803709
436	3.39577777
437	3.393153378
438	3.389812024
439	3.387561622
440	3.384513638
441	3.381932936
442	3.377933947
443	3.374485745
444	3.372102083
445	3.367317767
446	3.364506139
447	3.362519079
448	3.360203973
449	3.358075807
450	3.354626855
451	3.351182063
452	3.348213401
453	3.346965049
454	3.344244693
455	3.341322246
456	3.340240703
457	3.336049306
458	3.334052817
459	3.329950318
460	3.3272848
461	3.324730873
462	3.322709521
463	3.320103592
464	3.31744757
465	3.314674738
466	3.309848463
467	3.306781124
468	3.303971933
469	3.301869522
470	3.298625323
471	3.296682145
472	3.295111512
473	3.293461135
474	3.290407028
475	3.287466501
476	3.283165046
477	3.280977035
478	3.27887668
479	3.273814355
480	3.270401644
481	3.268319364
482	3.265713578
483	3.261973252
484	3.259749981
485	3.257185858
486	3.254145128
487	3.251959866
488	3.250448571
489	3.247753282
490	3.24636524
491	3.244102659
492	3.240000753
493	3.23571499
494	3.233249767
495	3.229724272
496	3.227678212
497	3.224699342
498	3.221937902
499	3.217054919
500	3.215373426
501	3.213387714
502	3.21142058
503	3.209063191
504	3.205602546
505	3.202027187
506	3.20082111
507	3.197310952
508	3.194912175
509	3.192858025
510	3.19007619
511	3.188236467
512	3.185647266
513	3.181649604
514	3.179144112
515	3.177847801
516	3.175840313
517	3.173987043
518	3.169330078
519	3.166850943
520	3.165506771
521	3.163606143
522	3.161348169
523	3.159071696
524	3.157402043
525	3.156250196
526	3.153728896
527	3.15164356
528	3.149462083
529	3.147784642
530	3.145723884
531	3.141718214
532	3.138843906
533	3.136716126
534	3.133570039
535	3.130786527
536	3.128389179
537	3.124585308
538	3.122900556
539	3.120227176
540	3.117671982
541	3.115428292
542	3.112975639
543	3.111565916
544	3.108887674
545	3.106821167
546	3.103809783
547	3.101540007
548	3.09972107
549	3.096257408
550	3.094807127
551	3.092863449
552	3.091877769
553	3.09038624
554	3.087711531
555	3.086591866
556	3.085278642
557	3.083037356
558	3.081247314
559	3.079477392
560	3.075293225
561	3.072806518
562	3.069016575
563	3.067123007
564	3.064541681
565	3.061407246
566	3.058475955
567	3.055784849
568	3.054507699
569	3.052233278
570	3.049848342
571	3.048797063
572	3.047004221
573	3.044581732
574	3.042690613
575	3.0401365
576	3.038701155
577	3.036329058
578	3.033989602
579	3.03251393
580	3.031152509
581	3.029869802
582	3.028379406
583	3.026268916
584	3.024636806
585	3.022705525
586	3.021084806
587	3.019877929
588	3.018379443
589	3.016185054
590	3.014689027
591	3.01256877
592	3.010588297
593	3.008245148
594	3.006802508
595	3.005296697
596	3.004051822
597	3.002383655
598	2.999985851
599	2.998592027
600	2.996716388
601	2.994405285
602	2.992766483
603	2.990293272
604	2.988656057
605	2.986344964
606	2.984544736
607	2.983146693
608	2.981878009
609	2.979325219
610	2.978345518
611	2.976840902
612	2.975468568
613	2.973783552
614	2.971555842
615	2.969307721
616	2.967516578
617	2.965430439
618	2.963400149
619	2.96095699
620	2.958979183
621	2.956633966
622	2.953700922
623	2.952296349
624	2.950942444
625	2.948574092
626	2.946360423
627	2.945157565
628	2.942915091
629	2.940217605
630	2.939027381
631	2.937788029
632	2.936549964
633	2.935507305
634	2.934099356
635	2.932843192
636	2.930982001
637	2.928812385
638	2.927189548
639	2.92511613
640	2.923272279
641	2.921362718
642	2.918657675
643	2.916939677
644	2.915205566
645	2.912611846
646	2.910574032
647	2.908109742
648	2.905681798
649	2.901922715
650	2.898822616
651	2.896775748
652	2.894725884
653	2.893515539
654	2.89170478
655	2.889220138
656	2.885638778
657	2.883511422
658	2.882330873
659	2.880210817
660	2.87840258
661	2.876787801
662	2.874059953
663	2.87237061
664	2.871157527
665	2.868659675
666	2.866715935
667	2.865109852
668	2.863122636
669	2.861905494
670	2.860400884
671	2.859264991
672	2.856483682
673	2.854112825
674	2.85254698
675	2.851413091
676	2.849320515
677	2.848112661
678	2.846691355
679	2.845271634
680	2.843614721
681	2.841774726
682	2.839689626
683	2.837537952
684	2.836209101
685	2.833266931
686	2.830912658
687	2.829157939
688	2.82687017
689	2.825475385
690	2.824015514
691	2.823222263
692	2.821137344
693	2.819402764
694	2.815281151
695	2.813214797
696	2.811366534
697	2.809708833
698	2.807935554
699	2.806033907
700	2.803430673
701	2.801766666
702	2.79988706
703	2.797667007
704	2.796151455
705	2.794686533
706	2.793164895
707	2.791886982
708	2.789514427
709	2.788067091
710	2.786760916
711	2.785204208
712	2.783945207
713	2.782222892
714	2.779986311
715	2.778552577
716	2.775827344
717	2.774410798
718	2.771978915
719	2.770187216
720	2.768620191
721	2.76734758
722	2.765881392
723	2.763711637
724	2.761681912
725	2.760923617
726	2.759296655
727	2.757960753
728	2.756713777
729	2.754540531
730	2.752166108
731	2.750993284
732	2.74920271
733	2.747227521
734	2.745690935
735	2.743593449
736	2.742873983
737	2.741396499
738	2.739557973
739	2.738296569
740	2.73677143
741	2.735708453
742	2.734031634
743	2.73318181
744	2.731450905
745	2.730513109
746	2.72921213
747	2.726706059
748	2.725111988
749	2.723823191
750	2.722340595
751	2.719344009
752	2.718089888
753	2.717177397
754	2.715622279
755	2.713343776
756	2.711578872
757	2.710175781
758	2.708541798
759	2.707145052
760	2.706367982
761	2.705390515
762	2.704246481
763	2.702707387
764	2.701618468
765	2.700305516
766	2.697928532
767	2.69678185
768	2.694835211
769	2.692980226
770	2.691529447
771	2.690653075
772	2.689505095
773	2.687268123
774	2.685626177
775	2.684923711
776	2.68302729
777	2.681117703
778	2.679842429
779	2.678181856
780	2.676873715
781	2.675559424
782	2.674305446
783	2.672820949
784	2.671625611
785	2.670466687
786	2.66900541
787	2.668365158
788	2.667795532
789	2.666167195
790	2.665616476
791	2.663563821
792	2.661435352
793	2.659894078
794	2.65847586
795	2.656080366
796	2.654532209
797	2.653366547
798	2.650080243
799	2.647761126
800	2.645647661
801	2.643791632
802	2.642441876
803	2.641619012
804	2.639902818
805	2.637465859
806	2.63633252
807	2.635630561
808	2.634412148
809	2.633190008
810	2.631810211
811	2.630348525
812	2.628169027
813	2.626148787
814	2.625384458
815	2.624102043
816	2.62292538
817	2.621198796
818	2.619867022
819	2.617807116
820	2.615546251
821	2.614527162
822	2.613724
823	2.61327984
824	2.611638509
825	2.610890398
826	2.609838211
827	2.608699557
828	2.608160098
829	2.606465761
830	2.605529029
831	2.604647196
832	2.603562562
833	2.602887534
834	2.600528852
835	2.599663405
836	2.597922846
837	2.59582312
838	2.59493085
839	2.592387598
840	2.591411012
841	2.589996917
842	2.588972234
843	2.588048492
844	2.586889592
845	2.585564362
846	2.583546358
847	2.582025563
848	2.580920178
849	2.579923749
850	2.579002041
851	2.578270991
852	2.575922194
853	2.574487451
854	2.572176963
855	2.571402035
856	2.570670374
857	2.569491998
858	2.568416444
859	2.567354306
860	2.566678092
861	2.565396704
862	2.564405975
863	2.561765647
864	2.560749426
865	2.559044044
866	2.557740551
867	2.556229147
868	2.555176345
869	2.554182451
870	2.552497514
871	2.551665535
872	2.550531389
873	2.549338827
874	2.548177018
875	2.547110032
876	2.546176627
877	2.54449217
878	2.543569184
879	2.542245567
880	2.541302628
881	2.540470207
882	2.539577532
883	2.538282778
884	2.53738023
885	2.535054932
886	2.533881314
887	2.53295285
888	2.531773168
889	2.530800394
890	2.528983759
891	2.527701081
892	2.52684616
893	2.52556661
894	2.524480045
895	2.523325533
896	2.522567947
897	2.521302897
898	2.519879859
899	2.518794354
900	2.517845458
901	2.515238924
902	2.514020719
903	2.513092466
904	2.51112421
905	2.509540833
906	2.508469827
907	2.507758915
908	2.506994818
909	2.506175311
910	2.50531391
911	2.504555499
912	2.502841403
913	2.501968018
914	2.500768928
915	2.499256575
916	2.498766657
917	2.49770772
918	2.497309807
919	2.495914143
920	2.494374
921	2.493624144
922	2.492338234
923	2.490564748
924	2.489753094
925	2.489177578
926	2.487291924
927	2.486282917
928	2.485619341
929	2.484630578
930	2.483781722
931	2.483019762
932	2.481764237
933	2.480102658
934	2.479160345
935	2.478305907
936	2.477612577
937	2.476784271
938	2.475363573
939	2.474707592
940	2.473950329
941	2.472661354
942	2.470808926
943	2.469319476
944	2.468182902
945	2.466779768
946	2.465856231
947	2.46489148
948	2.463670415
949	2.462176883
950	2.461612273
951	2.460834673
952	2.458155563
953	2.457217635
954	2.456568264
955	2.454792077
956	2.453936919
957	2.453030654
958	2.451668442
959	2.450555593
960	2.449341463
961	2.448674337
962	2.447160446
963	2.446140081
964	2.44371557
965	2.442451305
966	2.441810723
967	2.440957208
968	2.439965966
969	2.43884154
970	2.437344615
971	2.436546838
972	2.433300673
973	2.43183347
974	2.429960944
975	2.429445502
976	2.429081374
977	2.427816061
978	2.426778199
979	2.425802345
980	2.424825819
981	2.423930982
982	2.422597668
983	2.420337073
984	2.419110563
985	2.417628564
986	2.416695265
987	2.416144648
988	2.415282772
989	2.414355681
990	2.413089362
991	2.411449257
992	2.410720485
993	2.409950358
994	2.409263351
995	2.408346435
996	2.406900513
997	2.404917675
998	2.404277529
999	2.403506936
1000	2.402709999
1001	2.401580416
1002	2.400468679
1003	2.399524936
1004	2.398586949
1005	2.397854458
1006	2.396434179
1007	2.395615985
1008	2.39528172
1009	2.394317467
1010	2.393613989
1011	2.392390104
1012	2.391385789
1013	2.390595358
1014	2.389955881
1015	2.389213165
1016	2.388028902
1017	2.386139954
1018	2.385436009
1019	2.384515489
1020	2.383458145
1021	2.382637267
1022	2.381142264
1023	2.380122704
1024	2.379100043
1025	2.377912571
1026	2.377319573
1027	2.376090282
1028	2.375211783
1029	2.37232659
1030	2.371752911
1031	2.370709665
1032	2.369744103
1033	2.368648509
1034	2.367218505
1035	2.366679461
1036	2.36546247
1037	2.36374403
1038	2.362975179
1039	2.361867155
1040	2.360766363
1041	2.36043207
1042	2.359148872
1043	2.357926032
1044	2.357392885
1045	2.356259471
1046	2.354154412
1047	2.352921361
1048	2.351412506
1049	2.350563543
1050	2.349260753
1051	2.348424565
1052	2.347340035
1053	2.346822627
1054	2.345611649
1055	2.344869102
1056	2.343481472
1057	2.342476268
1058	2.341836304
1059	2.341084189
1060	2.340193107
1061	2.338849229
1062	2.336439093
1063	2.335708475
1064	2.335286966
1065	2.334783217
1066	2.333259796
1067	2.332270313
1068	2.330356622
1069	2.329919517
1070	2.328958977
1071	2.327819544
1072	2.327152956
1073	2.326482751
1074	2.325508785
1075	2.324620888
1076	2.323766978
1077	2.322185841
1078	2.321288349
1079	2.31943259
1080	2.318345488
1081	2.317160158
1082	2.316190395
1083	2.315921047
1084	2.315447006
1085	2.314811287
1086	2.314359403
1087	2.312996812
1088	2.31212873
1089	2.311809524
1090	2.31112294
1091	2.309014393
1092	2.308256026
1093	2.307852617
1094	2.306962919
1095	2.306348232
1096	2.303938395
1097	2.302443341
1098	2.30138973
1099	2.300686442
1100	2.299686385
1101	2.298121166
1102	2.297693649
1103	2.297378958
1104	2.296376866
1105	2.295756682
1106	2.294347603
1107	2.293034801
1108	2.292496228
1109	2.291132027
1110	2.289531848
1111	2.28789156
1112	2.286867692
1113	2.285897489
1114	2.284811826
1115	2.283688775
1116	2.282444587
1117	2.281994698
1118	2.281012667
1119	2.280314422
1120	2.279388526
1121	2.278242571
1122	2.277417262
1123	2.275287629
1124	2.274289688
1125	2.27332869
1126	2.271743182
1127	2.270438738
1128	2.269283825
1129	2.268406969
1130	2.267843809
1131	2.266928018
1132	2.265659656
1133	2.26402966
1134	2.263385383
1135	2.262387316
1136	2.260873911
1137	2.260112438
1138	2.258987086
1139	2.257279959
1140	2.256329137
1141	2.25584231
1142	2.254122385
1143	2.253317019
1144	2.252384871
1145	2.251179181
1146	2.250491938
1147	2.249680652
1148	2.249088989
1149	2.247941619
1150	2.247464608
1151	2.246165058
1152	2.245371973
1153	2.244933052
1154	2.244402446
1155	2.243737598
1156	2.242240097
1157	2.241966418
1158	2.241124344
1159	2.240305335
1160	2.23906406
1161	2.238622601
1162	2.237531044
1163	2.236275989
1164	2.235547918
1165	2.234741434
1166	2.234182243
1167	2.233391886
1168	2.231757909
1169	2.230564383
1170	2.22967098
1171	2.229227286
1172	2.228754838
1173	2.227712533
1174	2.227167001
1175	2.226699524
1176	2.225741871
1177	2.224601401
1178	2.223472746
1179	2.222967765
1180	2.222151868
1181	2.221521567
1182	2.220435823
1183	2.21939742
1184	2.219171223
1185	2.218292776
1186	2.217525516
1187	2.216162479
1188	2.215436128
1189	2.214431248
1190	2.213578104
1191	2.212514739
1192	2.21187585
1193	2.210747043
1194	2.209700303
1195	2.208921538
1196	2.207843964
1197	2.207065184
1198	2.206181491
1199	2.20524945
1200	2.204340863
1201	2.203538087
1202	2.202781835
1203	2.201654791
1204	2.200063601
1205	2.199316113
1206	2.198705579
1207	2.198038847
1208	2.197075359
1209	2.196144431
1210	2.19528874
1211	2.194701176
1212	2.19359314
1213	2.192608431
1214	2.191920866
1215	2.191482331
1216	2.190455851
1217	2.189393783
1218	2.188657751
1219	2.187743795
1220	2.186812854
1221	2.18539281
1222	2.184958283
1223	2.18482072
1224	2.184134969
1225	2.183524286
1226	2.183001168
1227	2.182021382
1228	2.181639887
1229	2.180765392
1230	2.180122029
1231	2.178615798
1232	2.178246159
1233	2.177105691
1234	2.176377827
1235	2.176015776
1236	2.175327201
1237	2.174658395
1238	2.173718553
1239	2.172904982
1240	2.171898116
1241	2.17124204
1242	2.170643015
1243	2.169914865
1244	2.169796901
1245	2.169281949
1246	2.167822726
1247	2.166746075
1248	2.166279657
1249	2.165199518
1250	2.16501078
1251	2.164450821
1252	2.16311224
1253	2.162490297
1254	2.161568984
1255	2.161144917
1256	2.160731141
1257	2.159785754
1258	2.158663052
1259	2.157998853
1260	2.157690589
1261	2.15733504
1262	2.155362877
1263	2.154312426
1264	2.15369409
1265	2.15262893
1266	2.151751381
1267	2.150761413
1268	2.150200438
1269	2.149674087
1270	2.148698206
1271	2.1475974
1272	2.147172526
1273	2.146757028
1274	2.146252871
1275	2.145914134
1276	2.145167876
1277	2.144480818
1278	2.14363441
1279	2.142769933
1280	2.141885031
1281	2.141505719
1282	2.140672356
1283	2.139862217
1284	2.139138341
1285	2.138597355
1286	2.137547888
1287	2.137118548
1288	2.136243176
1289	2.136071953
1290	2.135642879
1291	2.135056055
1292	2.134290183
1293	2.134123433
1294	2.132893098
1295	2.132047121
1296	2.13152182
1297	2.130361112
1298	2.129586531
1299	2.129255329
1300	2.128008085
1301	2.12711691
1302	2.126726318
1303	2.125795673
1304	2.12484066
1305	2.124391338
1306	2.124177916
1307	2.123448156
1308	2.123001808
1309	2.122133703
1310	2.121933484
1311	2.121346522
1312	2.120831577
1313	2.11995394
1314	2.118491051
1315	2.117876587
1316	2.117354146
1317	2.11660776
1318	2.115886844
1319	2.11479516
1320	2.114254472
1321	2.112908048
1322	2.11246151
1323	2.111614077
1324	2.110914637
1325	2.11054476
1326	2.10991727
1327	2.10912369
1328	2.108072348
1329	2.107355249
1330	2.107070014
1331	2.106519182
1332	2.105329001
1333	2.104139817
1334	2.103558874
1335	2.102796348
1336	2.101909309
1337	2.100878698
1338	2.100255118
1339	2.100098052
1340	2.098684725
1341	2.097755451
1342	2.097081714
1343	2.096372841
1344	2.095691396
1345	2.095621663
1346	2.095231934
1347	2.094584591
1348	2.093860831
1349	2.093408587
1350	2.093022756
1351	2.092048745
1352	2.09119504
1353	2.091065614
1354	2.090665228
1355	2.089948901
1356	2.089591903
1357	2.088571195
1358	2.088018135
1359	2.087429363
1360	2.086057383
1361	2.08538305
1362	2.08467181
1363	2.084115496
1364	2.083834976
1365	2.083235735
1366	2.082230637
1367	2.081478717
1368	2.080934402
1369	2.080197064
1370	2.079636283
1371	2.079285417
1372	2.077970701
1373	2.076432689
1374	2.075283703
1375	2.074994164
1376	2.074038039
1377	2.073511405
1378	2.073508791
1379	2.072311368
1380	2.071253592
1381	2.070674774
1382	2.070246106
1383	2.069693695
1384	2.068566577
1385	2.068037349
1386	2.067180621
1387	2.067015602
1388	2.065336745
1389	2.064941696
1390	2.064769074
1391	2.063832055
1392	2.063179752
1393	2.062712917
1394	2.061615382
1395	2.061614729
1396	2.061184789
1397	2.061043562
1398	2.060105432
1399	2.058912145
1400	2.058554953
1401	2.058188061
1402	2.05733562
1403	2.056600802
1404	2.055793109
1405	2.055379642
1406	2.054493423
1407	2.05379733
1408	2.053117522
1409	2.052657499
1410	2.052173802
1411	2.051993113
1412	2.051351745
1413	2.050915787
1414	2.050344765
1415	2.049529205
1416	2.048726287
1417	2.047202277
1418	2.046230638
1419	2.045695048
1420	2.044576847
1421	2.044045579
1422	2.043795746
1423	2.042767515
1424	2.04167438
1425	2.0409197
1426	2.040314064
1427	2.039409737
1428	2.038944533
1429	2.037900059
1430	2.036978959
1431	2.036516534
1432	2.036173059
1433	2.035962102
1434	2.035211652
1435	2.03438234
1436	2.033801956
1437	2.032449666
1438	2.031869177
1439	2.031868907
1440	2.030922365
1441	2.030656437
1442	2.030470788
1443	2.029519731
1444	2.028933468
1445	2.028743974
1446	2.02807707
1447	2.027098392
1448	2.026484633
1449	2.026164432
1450	2.025686441
1451	2.024922286
1452	2.024764546
1453	2.023830423
1454	2.022525923
1455	2.021665254
1456	2.021053516
1457	2.020728999
1458	2.020327061
1459	2.019584032
1460	2.018521437
1461	2.017601744
1462	2.016408101
1463	2.015892832
1464	2.015186173
1465	2.01483712
1466	2.014456778
1467	2.014133451
1468	2.013196098
1469	2.012924422
1470	2.011888988
1471	2.010899178
1472	2.010158329
1473	2.009221464
1474	2.00848195
1475	2.007421183
1476	2.007341976
1477	2.007044951
1478	2.006723561
1479	2.005768347
1480	2.00528178
1481	2.004941005
1482	2.004390318
1483	2.003914723
1484	2.003146411
1485	2.002534426
1486	2.002253902
1487	2.001528033
1488	2.000471891
1489	1.999480267
1490	1.999140823
1491	1.998421093
1492	1.998163728
1493	1.998043817
1494	1.997620825
1495	1.997000907
1496	1.996173209
1497	1.995741615
1498	1.994814978
1499	1.993721362
1500	1.993096928
1501	1.992976005
1502	1.992779145
1503	1.991378992
1504	1.990453508
1505	1.990160457
1506	1.989613083
1507	1.989232566
1508	1.988244405
1509	1.987585624
1510	1.987404562
1511	1.986905204
1512	1.986268697
1513	1.985953549
1514	1.985369275
1515	1.985258523
1516	1.98456715
1517	1.984165452
1518	1.983424657
1519	1.983422368
1520	1.982936817
1521	1.98212591
1522	1.981627999
1523	1.981210205
1524	1.980818691
1525	1.980143982
1526	1.979349013
1527	1.979055424
1528	1.979051684
1529	1.978493063
1530	1.977836718
1531	1.977597105
1532	1.976814052
1533	1.976418391
1534	1.975677961
1535	1.974886428
1536	1.973887358
1537	1.973334153
1538	1.973022516
1539	1.97213985
1540	1.971678958
1541	1.970740189
1542	1.970161399
1543	1.969195548
1544	1.968706497
1545	1.967697768
1546	1.967254532
1547	1.966364463
1548	1.96547938
1549	1.964573841
1550	1.963937175
1551	1.963442016
1552	1.962846359
1553	1.962296233
1554	1.96115523
1555	1.960551542
1556	1.960104811
1557	1.959748139
1558	1.959072774
1559	1.959055583
1560	1.958483238
1561	1.957697507
1562	1.956811814
1563	1.955956902
1564	1.955724944
1565	1.955593981
1566	1.955293994
1567	1.954690892
1568	1.954050639
1569	1.953580643
1570	1.952838198
1571	1.952168411
1572	1.951354166
1573	1.950753023
1574	1.950470659
1575	1.950470575
1576	1.95012297
1577	1.949985095
1578	1.949515621
1579	1.948791942
1580	1.948496267
1581	1.948228337
1582	1.948224948
1583	1.947690465
1584	1.94695965
1585	1.946129014
1586	1.945392422
1587	1.944769664
1588	1.944414313
1589	1.944069043
1590	1.943794079
1591	1.942885307
1592	1.94179163
1593	1.941105756
1594	1.940955948
1595	1.940459948
1596	1.939717622
1597	1.93917067
1598	1.93906718
1599	1.938855207
1600	1.938568636
1601	1.938323108
1602	1.937555433
1603	1.93693567
1604	1.936376051
1605	1.935603198
1606	1.935257642
1607	1.933932451
1608	1.933092831
1609	1.932525318
1610	1.931945286
1611	1.931683209
1612	1.930925234
1613	1.930261428
1614	1.929572232
1615	1.928977958
1616	1.928960071
1617	1.928518726
1618	1.928043823
1619	1.927395689
1620	1.926685275
1621	1.926163548
1622	1.924698422
1623	1.923888243
1624	1.923491104
1625	1.922896785
1626	1.922896671
1627	1.922143076
1628	1.921110063
1629	1.920320517
1630	1.919766249
1631	1.918875915
1632	1.918814588
1633	1.918778732
1634	1.918601491
1635	1.91812869
1636	1.918127036
1637	1.917692691
1638	1.917013125
1639	1.91658216
1640	1.916271852
1641	1.915812169
1642	1.915137079
1643	1.914558999
1644	1.914149541
1645	1.914149424
1646	1.913388732
1647	1.912656314
1648	1.912170809
1649	1.911327987
1650	1.910756488
1651	1.910355159
1652	1.909537786
1653	1.909296007
1654	1.908951151
1655	1.908554325
1656	1.908552705
1657	1.908101
1658	1.907544695
1659	1.90675461
1660	1.906618727
1661	1.905936517
1662	1.905511547
1663	1.904934693
1664	1.90493301
